epoch;auc;categorical_crossentropy;loss;val_auc;val_categorical_crossentropy;val_loss
0;0.5516370534896851;1.3981080055236816;1.3943846225738525;0.6078431606292725;1.3210296630859375;1.3210296630859375
1;0.5897407531738281;1.3226381540298462;1.3260419368743896;0.6666666269302368;1.2766221761703491;1.2766221761703491
2;0.6472740173339844;1.3074241876602173;1.289842963218689;0.6666666865348816;1.255039930343628;1.255039930343628
3;0.6667481660842896;1.2484830617904663;1.2656664848327637;0.686274528503418;1.2461040019989014;1.2461040019989014
4;0.6829036474227905;1.2377439737319946;1.2568714618682861;0.686274528503418;1.246698021888733;1.246698021888733
5;0.6842074394226074;1.2603486776351929;1.2568683624267578;0.686274528503418;1.250328540802002;1.250328540802002
6;0.6927704215049744;1.2668728828430176;1.2588964700698853;0.686274528503418;1.2493712902069092;1.2493712902069092
7;0.6813111305236816;1.2438111305236816;1.2577004432678223;0.686274528503418;1.2452529668807983;1.2452529668807983
8;0.6700814962387085;1.2483030557632446;1.2559932470321655;0.686274528503418;1.242547869682312;1.242547869682312
9;0.6856814622879028;1.2769793272018433;1.2528287172317505;0.686274528503418;1.2396459579467773;1.2396459579467773
10;0.681592583656311;1.252139687538147;1.2523250579833984;0.686274528503418;1.2368783950805664;1.2368783950805664
11;0.6861110925674438;1.2987031936645508;1.2506736516952515;0.686274528503418;1.2356295585632324;1.2356295585632324
12;0.6800370216369629;1.2532826662063599;1.2506589889526367;0.686274528503418;1.235077142715454;1.235077142715454
13;0.6872222423553467;1.2321357727050781;1.251012921333313;0.686274528503418;1.2353044748306274;1.2353044748306274
14;0.6824963092803955;1.2281157970428467;1.252225399017334;0.686274528503418;1.2357863187789917;1.2357863187789917
15;0.6787037253379822;1.249954104423523;1.2529497146606445;0.686274528503418;1.2359017133712769;1.2359017133712769
16;0.6790000200271606;1.2452441453933716;1.2526774406433105;0.686274528503418;1.2355645895004272;1.2355645895004272
17;0.6836444139480591;1.2832398414611816;1.252086877822876;0.686274528503418;1.2352970838546753;1.2352970838546753
18;0.6830592751502991;1.2884060144424438;1.2514392137527466;0.686274528503418;1.234919548034668;1.234919548034668
19;0.6875184774398804;1.2425273656845093;1.2500864267349243;0.686274528503418;1.2350585460662842;1.2350585460662842
20;0.6769407391548157;1.2679710388183594;1.2511849403381348;0.686274528503418;1.2359061241149902;1.2359061241149902
21;0.676777720451355;1.2375606298446655;1.251554012298584;0.686274528503418;1.23665189743042;1.23665189743042
22;0.6765629649162292;1.2645679712295532;1.2516642808914185;0.686274528503418;1.2364778518676758;1.2364778518676758
23;0.6785110831260681;1.2593090534210205;1.2509610652923584;0.686274528503418;1.236546516418457;1.236546516418457
24;0.6812888383865356;1.2633131742477417;1.2506330013275146;0.686274528503418;1.236616611480713;1.236616611480713
25;0.6831777691841125;1.226299524307251;1.250433087348938;0.686274528503418;1.2371889352798462;1.2371889352798462
26;0.6834371089935303;1.2107750177383423;1.2508035898208618;0.686274528503418;1.2381196022033691;1.2381196022033691
27;0.6793185472488403;1.2629791498184204;1.2522201538085938;0.686274528503418;1.2396302223205566;1.2396302223205566
28;0.6803259253501892;1.216856598854065;1.2525769472122192;0.686274528503418;1.2399595975875854;1.2399595975875854
29;0.6785926222801208;1.267961859703064;1.2532850503921509;0.686274528503418;1.2403984069824219;1.2403984069824219
30;0.6825111508369446;1.2495673894882202;1.2534786462783813;0.686274528503418;1.239524245262146;1.239524245262146
31;0.6803926229476929;1.2199281454086304;1.2524781227111816;0.686274528503418;1.237559199333191;1.237559199333191
32;0.6799851655960083;1.2647209167480469;1.251037836074829;0.686274528503418;1.236330509185791;1.236330509185791
33;0.6827629804611206;1.2691916227340698;1.2496821880340576;0.686274528503418;1.2357145547866821;1.2357145547866821
34;0.6807925701141357;1.2532941102981567;1.2505311965942383;0.686274528503418;1.2356451749801636;1.2356451749801636
35;0.6809185147285461;1.2357583045959473;1.2508314847946167;0.686274528503418;1.2360539436340332;1.2360539436340332
36;0.6834443807601929;1.248547077178955;1.2513866424560547;0.686274528503418;1.236700415611267;1.236700415611267
37;0.6800518035888672;1.2459686994552612;1.2524720430374146;0.686274528503418;1.2368993759155273;1.2368993759155273
38;0.6773852109909058;1.2377625703811646;1.2526051998138428;0.686274528503418;1.2363556623458862;1.2363556623458862
39;0.6711925864219666;1.263110637664795;1.2530007362365723;0.686274528503418;1.2353581190109253;1.2353581190109253
40;0.6828888654708862;1.2482752799987793;1.250868320465088;0.686274528503418;1.2349350452423096;1.2349350452423096
41;0.6815333366394043;1.2423291206359863;1.250543236732483;0.686274528503418;1.234796166419983;1.234796166419983
42;0.6774963140487671;1.2236729860305786;1.2504336833953857;0.686274528503418;1.2348761558532715;1.2348761558532715
43;0.680481493473053;1.267757773399353;1.2506089210510254;0.686274528503418;1.2352285385131836;1.2352285385131836
44;0.6832000017166138;1.2458133697509766;1.2502444982528687;0.686274528503418;1.2347662448883057;1.2347662448883057
45;0.6817925572395325;1.2405171394348145;1.250137448310852;0.686274528503418;1.2344142198562622;1.2344142198562622
46;0.6815111041069031;1.2441205978393555;1.2497292757034302;0.686274528503418;1.2339543104171753;1.2339543104171753
47;0.6785556077957153;1.2413475513458252;1.2504762411117554;0.686274528503418;1.233992338180542;1.233992338180542
48;0.6823704242706299;1.242869257926941;1.2507336139678955;0.686274528503418;1.2344800233840942;1.2344800233840942
49;0.6817333102226257;1.2784935235977173;1.2509031295776367;0.686274528503418;1.2346296310424805;1.2346296310424805
50;0.6833407282829285;1.2404929399490356;1.2508841753005981;0.686274528503418;1.234541654586792;1.234541654586792
51;0.6836962699890137;1.299683690071106;1.2503623962402344;0.686274528503418;1.2343615293502808;1.2343615293502808
52;0.6795333623886108;1.2770127058029175;1.2502455711364746;0.686274528503418;1.2344191074371338;1.2344191074371338
53;0.6709778308868408;1.22350013256073;1.250975251197815;0.686274528503418;1.2346596717834473;1.2346596717834473
54;0.6828000545501709;1.233864426612854;1.2498042583465576;0.686274528503418;1.234635353088379;1.234635353088379
55;0.6830370426177979;1.2536510229110718;1.249782919883728;0.686274528503418;1.2346413135528564;1.2346413135528564
56;0.682711124420166;1.2568178176879883;1.2501007318496704;0.686274528503418;1.2346611022949219;1.2346611022949219
57;0.6729333400726318;1.236806035041809;1.2503217458724976;0.686274528503418;1.2343963384628296;1.2343963384628296
58;0.6849037408828735;1.2583330869674683;1.2497421503067017;0.686274528503418;1.2342404127120972;1.2342404127120972
59;0.6834074258804321;1.2537533044815063;1.250213623046875;0.686274528503418;1.234238624572754;1.234238624572754
60;0.677148163318634;1.3064221143722534;1.2506234645843506;0.686274528503418;1.2343591451644897;1.2343591451644897
61;0.6802740693092346;1.2506732940673828;1.2507227659225464;0.686274528503418;1.2344547510147095;1.2344547510147095
62;0.6799926161766052;1.2396010160446167;1.2504019737243652;0.686274528503418;1.2345225811004639;1.2345225811004639
63;0.6800296306610107;1.2193423509597778;1.2501438856124878;0.686274528503418;1.234601616859436;1.234601616859436
64;0.6879110932350159;1.2609699964523315;1.249091386795044;0.686274528503418;1.235066533088684;1.235066533088684
65;0.687666654586792;1.210574746131897;1.249018907546997;0.686274528503418;1.2362946271896362;1.2362946271896362
66;0.6824962496757507;1.248228907585144;1.249972939491272;0.686274528503418;1.2378416061401367;1.2378416061401367
67;0.6805407404899597;1.2481485605239868;1.2512434720993042;0.686274528503418;1.2389386892318726;1.2389386892318726
68;0.6780444383621216;1.2471212148666382;1.2517036199569702;0.686274528503418;1.238665223121643;1.238665223121643
69;0.6743629574775696;1.2648614645004272;1.2515149116516113;0.686274528503418;1.2380574941635132;1.2380574941635132
70;0.6833333373069763;1.2707158327102661;1.2506147623062134;0.686274528503418;1.236978530883789;1.236978530883789
71;0.6811333298683167;1.255933403968811;1.2497867345809937;0.686274528503418;1.236129879951477;1.236129879951477
72;0.6759110689163208;1.2437201738357544;1.250309944152832;0.686274528503418;1.2356345653533936;1.2356345653533936
73;0.6748518347740173;1.259771704673767;1.2502002716064453;0.686274528503418;1.2355239391326904;1.2355239391326904
74;0.6825851798057556;1.2555938959121704;1.2498165369033813;0.686274528503418;1.2354183197021484;1.2354183197021484
75;0.6842814683914185;1.2875850200653076;1.2494444847106934;0.686274528503418;1.2354110479354858;1.2354110479354858
