epoch;accuracy;loss;val_accuracy;val_loss
0;0.6798295378684998;1.13396155834198;0.7300652265548706;0.8568358421325684
1;0.729966938495636;0.9099101424217224;0.7578237652778625;0.8409552574157715
2;0.729854941368103;0.9056957960128784;0.7573195695877075;0.8382689356803894
3;0.730066180229187;0.9041385054588318;0.756574273109436;0.8382193446159363
4;0.7300483584403992;0.9035462737083435;0.7567861676216125;0.8328899145126343
5;0.7300203442573547;0.9030951857566833;0.7409961819648743;0.8406655192375183
6;0.730127215385437;0.9026810526847839;0.7568884491920471;0.8334691524505615
7;0.7302238941192627;0.9023058414459229;0.7574072480201721;0.8393257260322571
8;0.7300381660461426;0.9023417830467224;0.7569177150726318;0.8352552056312561
9;0.7302137613296509;0.9020237922668457;0.7572538256645203;0.8333268761634827
10;0.7301450371742249;0.9019464254379272;0.7572245597839355;0.8330005407333374
11;0.7302544713020325;0.901800274848938;0.7564062476158142;0.8271855711936951
12;0.7302366495132446;0.9016801118850708;0.7565670013427734;0.8341764211654663
13;0.7301119565963745;0.9015918374061584;0.7571515440940857;0.8362045884132385
14;0.7301526665687561;0.9015973210334778;0.7414053678512573;0.840650200843811
15;0.7300814390182495;0.9015252590179443;0.7577068209648132;0.8319583535194397
16;0.730165421962738;0.9012814164161682;0.7578675746917725;0.8398459553718567
17;0.7301246523857117;0.9014754295349121;0.7569249868392944;0.8408629894256592
18;0.730195939540863;0.9013283848762512;0.7569396495819092;0.8312652111053467
19;0.7301424741744995;0.9013444781303406;0.7567496299743652;0.828085720539093
20;0.7301476001739502;0.9013399481773376;0.7567861676216125;0.834205687046051
21;0.7301806807518005;0.9013300538063049;0.7574218511581421;0.8450252413749695
22;0.7302799224853516;0.901424765586853;0.7602130770683289;0.8284396529197693
23;0.7302162647247314;0.9013738632202148;0.7572757601737976;0.84253990650177
24;0.7300636172294617;0.9012547135353088;0.7574072480201721;0.8376877903938293
25;0.7301195859909058;0.901336669921875;0.7607099413871765;0.8248267769813538
26;0.7301450371742249;0.9013166427612305;0.7577433586120605;0.8345362544059753
27;0.73023921251297;0.9014063477516174;0.7607318758964539;0.8382024168968201
28;0.7303206324577332;0.9013152718544006;0.756230890750885;0.8359201550483704
29;0.7300763130187988;0.9011908173561096;0.7602203488349915;0.8325812816619873
30;0.7301831841468811;0.9012769460678101;0.7607026100158691;0.8344175815582275
31;0.7301602959632874;0.9012047052383423;0.7572245597839355;0.8346350193023682
32;0.7301323413848877;0.9013791084289551;0.7573780417442322;0.8418156504631042
33;0.7301679253578186;0.901087760925293;0.7574072480201721;0.8353513479232788
34;0.7301883101463318;0.9012009501457214;0.7608633637428284;0.8365437984466553
35;0.7302671670913696;0.9011421203613281;0.7567861676216125;0.8388893008232117
36;0.7301806807518005;0.901091992855072;0.7597819566726685;0.8329688906669617
37;0.7302468419075012;0.9011069536209106;0.7403751015663147;0.8352031707763672
38;0.7302111983299255;0.9012521505355835;0.7574072480201721;0.8360231518745422
39;0.7302061319351196;0.9010568261146545;0.7577141523361206;0.8361364006996155
40;0.730157732963562;0.9011709690093994;0.7572757601737976;0.8334395885467529
41;0.7301831841468811;0.9009862542152405;0.7577068209648132;0.836078941822052
42;0.7302824258804321;0.9010236859321594;0.7567861676216125;0.8420771956443787
43;0.7302544713020325;0.9011431932449341;0.7567715644836426;0.833103597164154
44;0.7302366495132446;0.9010910391807556;0.7577433586120605;0.8355017900466919
45;0.7301883101463318;0.9009092450141907;0.757122278213501;0.8354722857475281
46;0.7301781177520752;0.9009722471237183;0.7572903633117676;0.830197811126709
47;0.7301195859909058;0.9011282324790955;0.7573780417442322;0.8421810865402222
48;0.730256974697113;0.9010937213897705;0.7572757601737976;0.8301160335540771
49;0.730170488357544;0.9010848999023438;0.7569907903671265;0.8297067880630493
50;0.7302238941192627;0.9009755849838257;0.7571150064468384;0.8340497612953186
51;0.7301017642021179;0.9010175466537476;0.7608341574668884;0.8328457474708557
52;0.730256974697113;0.9010977149009705;0.7415369153022766;0.8426612615585327
53;0.730170488357544;0.9009902477264404;0.7408939003944397;0.8395429253578186
54;0.7301806807518005;0.9010210037231445;0.756588876247406;0.8315384984016418
55;0.7302035689353943;0.9010122418403625;0.7415295839309692;0.8424818515777588
56;0.7302086353302002;0.9010417461395264;0.7570565342903137;0.8310421705245972
57;0.7301602959632874;0.900931715965271;0.7573780417442322;0.8336589336395264
58;0.7301755547523499;0.9009714722633362;0.7571150064468384;0.8360165953636169
59;0.7302188277244568;0.9009689092636108;0.756574273109436;0.8343788981437683
60;0.730201005935669;0.9010457992553711;0.7572757601737976;0.8357652425765991
61;0.7302824258804321;0.9009770154953003;0.7600888609886169;0.8309724926948547
62;0.730139970779419;0.9008749723434448;0.7575826048851013;0.8379673361778259
63;0.7301730513572693;0.9007887840270996;0.7573780417442322;0.8349742889404297
64;0.7303028106689453;0.9008922576904297;0.7600231170654297;0.8326871991157532
65;0.730231523513794;0.9007537961006165;0.7405431866645813;0.8410894274711609
66;0.7301628589630127;0.9008861184120178;0.757107675075531;0.8321020603179932
67;0.730201005935669;0.9007839560508728;0.7573780417442322;0.8324618935585022
68;0.730165421962738;0.9008595943450928;0.7577433586120605;0.8379046320915222
69;0.7302595376968384;0.900794267654419;0.7577433586120605;0.8363552689552307
70;0.7301781177520752;0.9007827639579773;0.7577433586120605;0.8343963027000427
71;0.7301476001739502;0.9009619355201721;0.7577433586120605;0.8383269906044006
72;0.7302468419075012;0.9007377624511719;0.7577433586120605;0.8336689472198486
