epoch;accuracy;loss;val_accuracy;val_loss
0;0.6996850371360779;1.0965509414672852;0.7697279453277588;0.8005260229110718
1;0.7424238920211792;0.8737174868583679;0.767941415309906;0.803900420665741
2;0.7427132725715637;0.868437647819519;0.7713673114776611;0.8032217621803284
3;0.7429110407829285;0.8671337962150574;0.7675946354866028;0.7969890236854553
4;0.7430611848831177;0.8660467267036438;0.7704845666885376;0.7950590252876282
5;0.7429366707801819;0.8653506636619568;0.7702744007110596;0.7922016978263855
6;0.7426766157150269;0.8652598261833191;0.7708418965339661;0.7889258861541748
7;0.7428890466690063;0.8650532364845276;0.7679098844528198;0.8032183051109314
8;0.7429549694061279;0.864629864692688;0.7667328715324402;0.8011623024940491
9;0.7429037094116211;0.8640878796577454;0.7667433619499207;0.8030357360839844
10;0.7429146766662598;0.8639563918113708;0.7673423886299133;0.7939162254333496
11;0.7428597807884216;0.8638351559638977;0.7671217322349548;0.7966793775558472
12;0.7430392503738403;0.863470733165741;0.7706106901168823;0.8047301173210144
13;0.7429073452949524;0.8634231686592102;0.767279326915741;0.8002214431762695
14;0.7428414225578308;0.8633995056152344;0.7666908502578735;0.8029220104217529
15;0.7430611848831177;0.8630200028419495;0.7710310220718384;0.7941617965698242
16;0.7431747317314148;0.863065242767334;0.7706842422485352;0.7944369912147522
17;0.7430245876312256;0.8627360463142395;0.7673003673553467;0.7897953391075134
18;0.7430648803710938;0.8627777099609375;0.7699801325798035;0.8011071681976318
19;0.7433468699455261;0.8629064559936523;0.7711045742034912;0.7961440682411194
20;0.7431014776229858;0.862472653388977;0.7711991667747498;0.8007823824882507
21;0.7431197762489319;0.8625949621200562;0.7664806842803955;0.7950368523597717
22;0.7431784272193909;0.8625116348266602;0.7713778018951416;0.7888606786727905
23;0.7430978417396545;0.8624733090400696;0.7674474716186523;0.8007578253746033
24;0.7431527376174927;0.8621992468833923;0.7705160975456238;0.7955120205879211
25;0.7431454658508301;0.8624050617218018;0.7700327038764954;0.795985996723175
26;0.7431381344795227;0.8625509142875671;0.7704950571060181;0.7928907871246338
27;0.7431600689888;0.8624901175498962;0.7669325470924377;0.7949265837669373
28;0.7430831789970398;0.862263023853302;0.7714723944664001;0.8049125671386719
29;0.7430611848831177;0.8622819781303406;0.7668589949607849;0.8001311421394348
30;0.7431308031082153;0.8623330593109131;0.7674579620361328;0.7979992032051086
31;0.7430758476257324;0.8622739911079407;0.7709469795227051;0.7972812652587891
32;0.7431784272193909;0.8623321056365967;0.7703584432601929;0.7959916591644287
33;0.7430611848831177;0.8621984124183655;0.7676366567611694;0.7982717156410217
34;0.7432553172111511;0.862160861492157;0.7673423886299133;0.8011952638626099
35;0.743233323097229;0.8620056509971619;0.7707262635231018;0.7934991121292114
36;0.7431125044822693;0.8622243404388428;0.7667539119720459;0.7962498068809509
37;0.7429220080375671;0.8620554208755493;0.767174243927002;0.8009854555130005
38;0.7432589530944824;0.8621678948402405;0.7671217322349548;0.7999048829078674
39;0.7430831789970398;0.8620632290840149;0.7706106901168823;0.7935181856155396
40;0.7432662844657898;0.8620325326919556;0.7678152918815613;0.8022558093070984
41;0.743310272693634;0.8620986342430115;0.7671952843666077;0.7970757484436035
42;0.7430538535118103;0.862061619758606;0.7675631046295166;0.8017052412033081
43;0.7431088089942932;0.8620761632919312;0.7667118310928345;0.7955245971679688
44;0.7432076930999756;0.8620494604110718;0.767836332321167;0.7971797585487366
45;0.7432406544685364;0.8619711399078369;0.7673739194869995;0.7949343919754028
46;0.7432003617286682;0.8619135618209839;0.767016589641571;0.7948753237724304
