epoch;auc;categorical_crossentropy;loss;val_auc;val_categorical_crossentropy;val_loss
0;0.5764445066452026;0.6828812956809998;0.6878235936164856;0.64705890417099;0.662403404712677;0.662403404712677
1;0.6441333293914795;0.6619389653205872;0.6575769782066345;0.64705890417099;0.6498609781265259;0.6498609781265259
2;0.6863555908203125;0.6302875280380249;0.6447563767433167;0.64705890417099;0.6503404974937439;0.6503404974937439
3;0.620044469833374;0.6645264625549316;0.6511437892913818;0.64705890417099;0.6547887921333313;0.6547887921333313
4;0.6510221362113953;0.6458332538604736;0.6514312624931335;0.64705890417099;0.6540533900260925;0.6540533900260925
5;0.6531555652618408;0.6528254151344299;0.6505175828933716;0.64705890417099;0.6519727110862732;0.6519727110862732
6;0.6388888359069824;0.6366954445838928;0.648800253868103;0.64705890417099;0.6501445770263672;0.6501445770263672
7;0.6399999856948853;0.6512384414672852;0.6471729278564453;0.64705890417099;0.649401068687439;0.649401068687439
8;0.6390666961669922;0.6428114771842957;0.6469083428382874;0.64705890417099;0.6492602229118347;0.6492602229118347
9;0.6310666799545288;0.6545974612236023;0.6469769477844238;0.64705890417099;0.64940345287323;0.64940345287323
10;0.6598666906356812;0.6487258076667786;0.6468340754508972;0.64705890417099;0.6495177149772644;0.6495177149772644
11;0.6510221362113953;0.6380286812782288;0.647135317325592;0.64705890417099;0.6494943499565125;0.6494943499565125
12;0.6355555057525635;0.6548495888710022;0.647148609161377;0.64705890417099;0.6492644548416138;0.6492644548416138
13;0.6510221362113953;0.6367927193641663;0.6466343402862549;0.64705890417099;0.6492486596107483;0.6492486596107483
14;0.6404000520706177;0.6424264311790466;0.6466770768165588;0.64705890417099;0.6494555473327637;0.6494555473327637
15;0.6214666366577148;0.6697656512260437;0.6472713947296143;0.64705890417099;0.6497431993484497;0.6497431993484497
16;0.6510221362113953;0.6684772372245789;0.6464661359786987;0.64705890417099;0.6493709087371826;0.6493709087371826
17;0.6201333403587341;0.6434633731842041;0.6475551128387451;0.64705890417099;0.6493568420410156;0.6493568420410156
18;0.6465333104133606;0.6429556012153625;0.6466397643089294;0.64705890417099;0.6494752168655396;0.6494752168655396
19;0.6510221362113953;0.6487129926681519;0.646817684173584;0.64705890417099;0.6494941115379333;0.6494941115379333
20;0.6510221362113953;0.63747638463974;0.6467191576957703;0.64705890417099;0.6493672728538513;0.6493672728538513
21;0.6355555057525635;0.660993754863739;0.6469722986221313;0.64705890417099;0.6492503881454468;0.6492503881454468
22;0.6510221362113953;0.6316798329353333;0.6464250087738037;0.64705890417099;0.6492598056793213;0.6492598056793213
23;0.6510221362113953;0.6419892907142639;0.6460949778556824;0.64705890417099;0.6494243741035461;0.6494243741035461
24;0.6488000154495239;0.6353902816772461;0.6462737917900085;0.64705890417099;0.6497918963432312;0.6497918963432312
25;0.6555110812187195;0.642033576965332;0.6464727520942688;0.64705890417099;0.6500860452651978;0.6500860452651978
26;0.6422666311264038;0.6562702655792236;0.6468367576599121;0.64705890417099;0.6502377986907959;0.6502377986907959
27;0.6510221362113953;0.6489938497543335;0.646668016910553;0.64705890417099;0.6497699618339539;0.6497699618339539
28;0.6201333403587341;0.6302555799484253;0.6472526788711548;0.64705890417099;0.6493523716926575;0.6493523716926575
29;0.6201333403587341;0.6432718634605408;0.6463517546653748;0.64705890417099;0.649317741394043;0.649317741394043
30;0.648888885974884;0.6482542157173157;0.6460532546043396;0.64705890417099;0.6493344902992249;0.6493344902992249
31;0.6310666799545288;0.6546085476875305;0.6461963653564453;0.64705890417099;0.6492827534675598;0.6492827534675598
32;0.6510221362113953;0.6735536456108093;0.646263599395752;0.64705890417099;0.6492490172386169;0.6492490172386169
33;0.6409332752227783;0.6371545791625977;0.6464118957519531;0.64705890417099;0.6495121121406555;0.6495121121406555
34;0.6510221362113953;0.6544980406761169;0.6464295983314514;0.64705890417099;0.6496264338493347;0.6496264338493347
35;0.6465333104133606;0.6430889964103699;0.6465534567832947;0.64705890417099;0.6496261954307556;0.6496261954307556
36;0.648888885974884;0.6486489176750183;0.6467331647872925;0.64705890417099;0.6493667364120483;0.6493667364120483
37;0.6510221362113953;0.6546225547790527;0.6461605429649353;0.64705890417099;0.6492828130722046;0.6492828130722046
38;0.6488000154495239;0.6540170311927795;0.645973801612854;0.64705890417099;0.6492663025856018;0.6492663025856018
39;0.6333777904510498;0.6422989368438721;0.6460347771644592;0.64705890417099;0.6492797136306763;0.6492797136306763
40;0.6510221362113953;0.6420560479164124;0.6458907723426819;0.64705890417099;0.6492494344711304;0.6492494344711304
41;0.6223111152648926;0.6426264643669128;0.6462141275405884;0.64705890417099;0.649366557598114;0.649366557598114
42;0.6510221362113953;0.6482307314872742;0.6459197402000427;0.64705890417099;0.6495057940483093;0.6495057940483093
43;0.6510221362113953;0.622734785079956;0.6460040211677551;0.64705890417099;0.6495345234870911;0.6495345234870911
44;0.6621332764625549;0.6350992321968079;0.6462574601173401;0.64705890417099;0.6501369476318359;0.6501369476318359
45;0.648888885974884;0.6487515568733215;0.6461857557296753;0.64705890417099;0.6504186987876892;0.6504186987876892
46;0.6267555356025696;0.642024576663971;0.646514356136322;0.64705890417099;0.6501071453094482;0.6501071453094482
47;0.6510221362113953;0.669426679611206;0.6461662650108337;0.64705890417099;0.6497548818588257;0.6497548818588257
48;0.6371999979019165;0.6482735276222229;0.6461151838302612;0.64705890417099;0.6492484211921692;0.6492484211921692
49;0.6510221362113953;0.6709402203559875;0.6451968550682068;0.64705890417099;0.6494952440261841;0.6494952440261841
50;0.6710221767425537;0.6581365466117859;0.6453099846839905;0.64705890417099;0.6504027247428894;0.6504027247428894
51;0.6714666485786438;0.6485653519630432;0.6470018625259399;0.64705890417099;0.6515150666236877;0.6515150666236877
52;0.6292444467544556;0.6641393303871155;0.6485132575035095;0.64705890417099;0.6518506407737732;0.6518506407737732
53;0.6556443572044373;0.6504862904548645;0.6487222909927368;0.64705890417099;0.6517307162284851;0.6517307162284851
54;0.647422194480896;0.6543174386024475;0.6483190655708313;0.64705890417099;0.6506390571594238;0.6506390571594238
55;0.609511137008667;0.6600450873374939;0.648091197013855;0.64705890417099;0.649729311466217;0.649729311466217
56;0.6733776926994324;0.6317625045776367;0.6459723711013794;0.64705890417099;0.6494383811950684;0.6494383811950684
57;0.6581777334213257;0.6477038264274597;0.6454668045043945;0.64705890417099;0.6492660045623779;0.6492660045623779
58;0.6491111516952515;0.6348599791526794;0.6452605128288269;0.64705890417099;0.649610161781311;0.649610161781311
59;0.653155505657196;0.6481301188468933;0.6455249190330505;0.64705890417099;0.6501950025558472;0.6501950025558472
60;0.6556443572044373;0.6209469437599182;0.6459342241287231;0.64705890417099;0.6504045128822327;0.6504045128822327
61;0.6441777944564819;0.6560318470001221;0.6460694670677185;0.64705890417099;0.6508039832115173;0.6508039832115173
62;0.658133327960968;0.6487861275672913;0.6461925506591797;0.64705890417099;0.6503161787986755;0.6503161787986755
63;0.6886666417121887;0.6549175381660461;0.6455163359642029;0.64705890417099;0.6496222615242004;0.6496222615242004
64;0.6373777985572815;0.6291436553001404;0.6457889080047607;0.64705890417099;0.649248480796814;0.649248480796814
65;0.6556443572044373;0.6474292874336243;0.6451348662376404;0.64705890417099;0.6492776870727539;0.6492776870727539
66;0.6269333362579346;0.6712102293968201;0.6453295946121216;0.64705890417099;0.6493542790412903;0.6493542790412903
67;0.6711111068725586;0.647379457950592;0.6451097130775452;0.64705890417099;0.6497030854225159;0.6497030854225159
68;0.6379110813140869;0.6329155564308167;0.646401584148407;0.64705890417099;0.6498942971229553;0.6498942971229553
69;0.6535110473632812;0.6478068828582764;0.6456576585769653;0.64705890417099;0.6493975520133972;0.6493975520133972
70;0.6535110473632812;0.6475317478179932;0.6452521681785583;0.64705890417099;0.6492518186569214;0.6492518186569214
