epoch;accuracy;loss;val_accuracy;val_loss
0;0.6294766068458557;1.6112561225891113;0.7406076192855835;1.0742977857589722
1;0.7295608520507812;1.1081690788269043;0.7595027089118958;1.0128746032714844
2;0.7296158075332642;1.087380290031433;0.7547001242637634;1.009581208229065
3;0.7304069399833679;1.078994631767273;0.7596708536148071;0.9929981827735901
4;0.7300882935523987;1.075027585029602;0.756371021270752;1.007123351097107
5;0.73026043176651;1.0729804039001465;0.7591559290885925;0.9972572326660156
6;0.7301651835441589;1.0712883472442627;0.7564656138420105;0.9997161030769348
7;0.730333685874939;1.0706061124801636;0.7553831934928894;0.9978626370429993
8;0.730351984500885;1.0700315237045288;0.7597339153289795;0.9999728798866272
9;0.7302531003952026;1.0692546367645264;0.7559086680412292;0.9994208812713623
10;0.7302713990211487;1.068897008895874;0.7560032606124878;0.9956529140472412
11;0.7302677631378174;1.068784236907959;0.7553727030754089;0.9965269565582275
12;0.7301688194274902;1.0681755542755127;0.759933590888977;0.9954025745391846
13;0.730351984500885;1.0677616596221924;0.7557300329208374;0.9921361804008484
14;0.7303410172462463;1.0673508644104004;0.7558771371841431;0.9974081516265869
15;0.7306889295578003;1.0673600435256958;0.7562659382820129;0.9957399368286133
16;0.7304215431213379;1.0671199560165405;0.7561293244361877;0.9976130723953247
17;0.7302348017692566;1.0671724081039429;0.7563080191612244;0.9954832196235657
18;0.7302311062812805;1.0666860342025757;0.7595027089118958;0.9998882412910461
19;0.7303996086120605;1.0667110681533813;0.7598600387573242;0.9947593212127686
20;0.7303007245063782;1.0666486024856567;0.7560873031616211;1.002195119857788
21;0.730278730392456;1.0664221048355103;0.756244957447052;0.997619092464447
22;0.7304288744926453;1.0666528940200806;0.7558035850524902;1.0007140636444092
23;0.7301065921783447;1.066463828086853;0.7562029361724854;0.9976680278778076
24;0.7307878136634827;1.066399097442627;0.7556985020637512;0.9977788925170898
25;0.7305387854576111;1.0662167072296143;0.7563920617103577;0.9970018863677979
26;0.7304874658584595;1.0662161111831665;0.7558666467666626;0.990942120552063
27;0.7303556203842163;1.0662225484848022;0.7563185095787048;1.0007764101028442
28;0.7302274703979492;1.0661299228668213;0.7557510137557983;0.9967058300971985
29;0.730370283126831;1.0659905672073364;0.7562134265899658;0.999305248260498
30;0.7302237749099731;1.065901756286621;0.756244957447052;1.0000702142715454
31;0.7303007245063782;1.0660070180892944;0.7563815712928772;1.0003076791763306
32;0.7303482890129089;1.065858244895935;0.7562869787216187;0.9980488419532776
33;0.7303410172462463;1.065963625907898;0.759954571723938;1.0004528760910034
34;0.7305644154548645;1.065865159034729;0.7554252743721008;0.9983900785446167
35;0.7304801940917969;1.065895438194275;0.7598389983177185;0.9935759902000427
36;0.7300992608070374;1.065872311592102;0.7595552802085876;0.9975058436393738
37;0.7304288744926453;1.0655992031097412;0.7558035850524902;0.9960708618164062
38;0.7304472327232361;1.0657775402069092;0.7594817280769348;1.0010279417037964
39;0.7302457690238953;1.0658756494522095;0.7595973014831543;0.9989935755729675
40;0.7303629517555237;1.0656706094741821;0.7558245658874512;0.9973514080047607
41;0.7306193709373474;1.065733790397644;0.7561608552932739;1.0001059770584106
42;0.7303812503814697;1.0658658742904663;0.7598600387573242;0.9971280097961426
43;0.7303959131240845;1.065613865852356;0.7597128748893738;0.9957460761070251
44;0.7302531003952026;1.0656262636184692;0.7595973014831543;0.9944649934768677
45;0.7305680513381958;1.065678596496582;0.7560873031616211;0.9990015625953674
46;0.7304399013519287;1.0658389329910278;0.7592294812202454;0.9951454997062683
47;0.7298429012298584;1.0656695365905762;0.7555513381958008;0.9974599480628967
48;0.7300772666931152;1.0655258893966675;0.7593345642089844;1.000179648399353
49;0.7303079962730408;1.0655838251113892;0.756244957447052;0.9976090788841248
50;0.7305900454521179;1.0654881000518799;0.7566022276878357;1.000985860824585
51;0.730685293674469;1.0654399394989014;0.7594606876373291;0.9984748363494873
52;0.7302970290184021;1.0654877424240112;0.7563815712928772;1.0009510517120361
53;0.7301322221755981;1.0656623840332031;0.7596708536148071;1.0010100603103638
54;0.7300955653190613;1.0655525922775269;0.756244957447052;0.9982293844223022
55;0.7304179072380066;1.0655475854873657;0.7596603631973267;0.9982479810714722
56;0.7301981449127197;1.0653669834136963;0.7563815712928772;1.000939130783081
57;0.7304581999778748;1.065611720085144;0.7596603631973267;0.9954990744590759
58;0.7302531003952026;1.0654219388961792;0.7561083436012268;1.0028918981552124
59;0.7304545044898987;1.0654120445251465;0.7556985020637512;0.998137891292572
60;0.7307731509208679;1.0653573274612427;0.7561083436012268;1.0006159543991089
61;0.730516791343689;1.065476417541504;0.7586304545402527;0.991655707359314
62;0.7306047081947327;1.0654202699661255;0.7560557723045349;1.0032182931900024
63;0.730351984500885;1.0653910636901855;0.756371021270752;0.9977972507476807
64;0.7304215431213379;1.0653105974197388;0.7587985992431641;0.9983018040657043
65;0.7305900454521179;1.065277338027954;0.7560768127441406;1.0000226497650146
66;0.7305534482002258;1.0653061866760254;0.7597654461860657;0.9939593076705933
67;0.7301981449127197;1.0654230117797852;0.7593976259231567;0.9970694780349731
68;0.7303776144981384;1.0652996301651;0.7562554478645325;1.0002590417861938
69;0.73009192943573;1.065282940864563;0.7589772939682007;0.9936926364898682
70;0.7302860617637634;1.0652492046356201;0.7593556046485901;0.9991503357887268
71;0.730535089969635;1.0653713941574097;0.756350040435791;1.0014253854751587
72;0.7302128076553345;1.0651648044586182;0.7585148811340332;0.9923639893531799
73;0.7303849458694458;1.0652174949645996;0.7564656138420105;0.9993239045143127
74;0.7304764986038208;1.065205693244934;0.7596077919006348;0.9972913861274719
75;0.730278730392456;1.0650831460952759;0.7562134265899658;1.002440333366394
76;0.7306047081947327;1.0651838779449463;0.7559611797332764;0.9959562420845032
77;0.7303226590156555;1.065244436264038;0.7562029361724854;1.0023689270019531
78;0.7301981449127197;1.0651764869689941;0.7596918940544128;0.994724452495575
79;0.7302420735359192;1.0651142597198486;0.7587460875511169;0.997170627117157
80;0.7302970290184021;1.0651503801345825;0.7561818957328796;0.9960651993751526
81;0.7305131554603577;1.0653266906738281;0.758956253528595;0.9965002536773682
82;0.7303007245063782;1.0651367902755737;0.7562659382820129;1.0006005764007568
83;0.7301798462867737;1.065076231956482;0.7583256959915161;1.0005723237991333
84;0.7303849458694458;1.0649523735046387;0.7564761638641357;0.9986533522605896
85;0.7303849458694458;1.0650997161865234;0.7584938406944275;1.0012139081954956
86;0.7302274703979492;1.0649313926696777;0.7597654461860657;0.99626225233078
87;0.7304801940917969;1.0648839473724365;0.7589772939682007;0.9963875412940979
88;0.7305131554603577;1.064949631690979;0.7595131993293762;0.9948433041572571
89;0.7303666472434998;1.0648226737976074;0.7557405233383179;0.9989946484565735
90;0.7302567362785339;1.0648828744888306;0.7565181851387024;1.002421259880066
91;0.730608344078064;1.0648385286331177;0.7564446330070496;0.9992952346801758
